,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,-13.596920013427734,-8.777204513549805,11.904131889343262,-27.278364181518555,-31.50398826599121,12.672154426574707,11.124427795410156,25.39286231994629,-20.32902717590332,-15.01727294921875,-28.585834503173828,4.3516082763671875,-6.309106349945068,-12.53062629699707,-8.177878379821777,-0.8880441784858704,11.4736967086792,-14.444755554199219,17.48649024963379,-8.80939769744873,-19.042736053466797,25.147987365722656,-17.40134048461914,-6.503883361816406,-20.543582916259766,6.088932037353516,5.336551189422607,-12.45494556427002,-34.746368408203125,9.290010452270508,-15.422295570373535,-10.435771942138672
1,-11.86355209350586,-7.4966936111450195,11.055451393127441,-23.822763442993164,-27.16370391845703,10.7366943359375,9.430306434631348,21.78571319580078,-17.446809768676758,-13.048905372619629,-25.0637149810791,3.7439205646514893,-5.337586402893066,-10.775325775146484,-6.902397155761719,-1.082606315612793,10.54656982421875,-12.88127613067627,15.090356826782227,-7.374357223510742,-16.295146942138672,21.94529151916504,-15.127833366394043,-5.800073623657227,-18.191308975219727,5.273777484893799,4.784244060516357,-10.564042091369629,-30.624608993530273,8.213271141052246,-13.597461700439453,-9.162527084350586
2,-14.586280822753906,-9.518838882446289,12.831392288208008,-29.125024795532227,-33.26225280761719,13.417844772338867,11.815629959106445,26.609073638916016,-21.435441970825195,-16.20393943786621,-30.559572219848633,4.52229642868042,-6.911153316497803,-13.286858558654785,-8.8250732421875,-0.8430724740028381,12.426881790161133,-15.726318359375,18.741331100463867,-9.574644088745117,-20.328243255615234,26.494659423828125,-18.352325439453125,-7.178124904632568,-21.765676498413086,6.567783355712891,5.759920120239258,-12.951478004455566,-37.006370544433594,10.036630630493164,-16.465225219726562,-11.32647705078125
3,-12.35130500793457,-7.888833999633789,11.209543228149414,-24.633113861083984,-28.08160400390625,11.405252456665039,9.758764266967773,22.47430419921875,-18.291669845581055,-13.453828811645508,-25.882814407348633,3.665196657180786,-5.776247501373291,-11.13615608215332,-7.255593299865723,-1.0026057958602905,10.884832382202148,-13.08309555053711,15.86938762664795,-7.684304714202881,-16.944189071655273,22.590898513793945,-15.561026573181152,-6.0645575523376465,-18.91415786743164,5.530580043792725,5.071725368499756,-10.677946090698242,-31.72759437561035,8.379312515258789,-14.16101360321045,-9.40313720703125
4,-17.864240646362305,-11.515875816345215,14.705379486083984,-35.08616256713867,-40.1426887512207,16.121776580810547,14.474244117736816,32.14634323120117,-25.869489669799805,-19.54165267944336,-36.481300354003906,5.436281204223633,-8.565613746643066,-15.89357852935791,-11.017613410949707,-0.6286675333976746,14.537650108337402,-18.938098907470703,22.712013244628906,-11.733088493347168,-24.799999237060547,32.082786560058594,-22.173011779785156,-8.641393661499023,-25.87704086303711,7.970937728881836,6.959625720977783,-15.559009552001953,-43.994171142578125,12.368958473205566,-19.600261688232422,-13.531953811645508
5,-3.521095037460327,-1.7665621042251587,4.977559566497803,-5.082374095916748,-6.248398780822754,2.5786683559417725,2.8564815521240234,3.6700263023376465,-4.038951396942139,-2.3757317066192627,-6.386627197265625,1.2634578943252563,-1.7219327688217163,-1.0080342292785645,-1.327445387840271,-1.7247167825698853,4.831143856048584,-3.194326162338257,2.43464994430542,-0.4529009461402893,-2.079191207885742,5.002599716186523,-4.095257759094238,-2.106459856033325,-5.062992095947266,1.904024362564087,1.6062195301055908,-1.7933549880981445,-8.204127311706543,1.0377435684204102,-5.550256729125977,-2.6525039672851562
6,-6.4485955238342285,-4.167507648468018,7.4896955490112305,-13.586186408996582,-16.062288284301758,6.9282450675964355,5.54567289352417,13.311636924743652,-10.603338241577148,-7.250072002410889,-14.78881549835205,2.3605194091796875,-2.550034523010254,-6.3997578620910645,-3.3854787349700928,-1.5109201669692993,6.749354839324951,-6.735836505889893,8.499804496765137,-3.720932960510254,-9.245009422302246,13.00249195098877,-9.383336067199707,-3.2373099327087402,-11.28342342376709,3.0155417919158936,2.461595058441162,-6.5187835693359375,-18.776416778564453,4.357614517211914,-8.481348991394043,-5.2902703285217285
7,-3.3643856048583984,-2.223865270614624,5.300928592681885,-7.460639476776123,-9.042603492736816,3.922642469406128,3.3260536193847656,7.80674934387207,-6.05509090423584,-3.9812793731689453,-8.611225128173828,1.5665823221206665,-0.9830273389816284,-3.3485496044158936,-1.3816559314727783,-1.8070242404937744,4.614446640014648,-3.7110981941223145,4.458230495452881,-1.3322081565856934,-4.8071184158325195,7.3565354347229,-5.6885905265808105,-1.8592597246170044,-6.968526840209961,1.9121448993682861,1.3165079355239868,-3.8476994037628174,-11.49014663696289,2.1351404190063477,-5.5476861000061035,-3.0447120666503906
8,-7.285926342010498,-4.642018795013428,8.324331283569336,-15.000723838806152,-16.720233917236328,7.113945007324219,5.922253608703613,13.66727066040039,-10.969170570373535,-7.9161248207092285,-16.049116134643555,2.4681551456451416,-3.205542802810669,-6.516905784606934,-3.7577338218688965,-1.4954931735992432,7.525294780731201,-7.899281978607178,9.184226989746094,-3.939542055130005,-9.756800651550293,13.808638572692871,-9.958418846130371,-3.628115177154541,-12.017603874206543,3.372789144515991,3.0058059692382812,-6.561427593231201,-20.185001373291016,4.915358066558838,-9.197905540466309,-5.924662113189697
9,-13.944890022277832,-8.84834098815918,11.98674201965332,-27.73820686340332,-32.107303619384766,12.665844917297363,11.203531265258789,25.730510711669922,-20.700424194335938,-15.418601036071777,-29.081928253173828,4.331079959869385,-6.26997709274292,-12.939964294433594,-8.39413833618164,-0.82206130027771,11.545393943786621,-14.835445404052734,17.936111450195312,-9.086834907531738,-19.478273391723633,25.471660614013672,-17.419422149658203,-6.621758937835693,-20.895496368408203,6.267806053161621,5.598947525024414,-12.591950416564941,-35.44953918457031,9.363507270812988,-15.699647903442383,-10.500887870788574
